UserId,Age,Address
1323429,C,E
1745009,K,A
1964615,B,E
1550900,D,E
1851762,E,E
2071787,F,F
1580655,D,F
1751826,E,F
1696486,G,E
1692846,D,F
1938593,C,E
2154404,D,E
1566796,G,E
866996,D,H
95518,H,H
1637649,F,F
940658,E,F
57493,F,F
26666,H,H
1639940,D,G
1715934,G,C
1154351,D,E
1343366,D,F
143448,E,E
1823295,C,C
1725797,D,F
975186,D,F
1781601,C,C
1396393,C,F
1546095,D,D
1867244,E,A
98137,D,E
1655056,B,F
2037127,F,F
1646542,H,H
348942,H,G
2062259,C,A
1960334,E,C
1928266,C,F
1653786,C,E
1208849,A,E
1965094,E,G
2133652,B,F
2039831,C,C
322157,D,E
1619966,C,D
1623512,B,G
1039634,D,E
1933680,C,D
426732,I,E
1435061,D,G
603485,D,D
2064161,E,E
857215,F,E
2168524,B,E
1930726,C,E
1688108,E,G
43991,J,H
1031324,D,E
2036281,E,H
1919929,E,G
1941852,B,E
1847987,D,E
1278095,E,D
923415,D,H
392617,F,E
1483529,G,G
1787993,C,F
1293166,E,D
1405675,D,D
765862,D,F
1785180,D,F
1859416,B,F
519458,C,F
2105444,B,F
1874969,A,C
1606393,B,F
351843,D,E
1915181,E,C
2097442,E,F
1790948,C,F
838665,C,C
1912012,B,G
1770490,D,E
1979589,I,E
635318,D,E
2131351,A,C
1250,D,D
1118728,C,F
173360,B,E
2127965,B,F
1884104,E,F
317658,E,G
1981568,C,E
1051056,F,E
1702675,A,E
2117935,A,F
1687569,C,H
1803501,E,F
1572148,D,C
2173528,F,E
913027,H,E
483445,G,E
1724448,C,H
2123745,A,F
1996036,B,F
1892888,C,C
353267,F,F
2039428,B,E
1724523,C,F
1913453,B,E
2068725,E,E
1464290,F,G
609012,E,E
147293,E,F
1856835,G,E
1909395,I,E
1344097,F,C
2100098,B,E
1940954,F,F
1765212,J,E
942393,H,E
1672220,D,F
1677287,F,C
384421,G,E
381420,E,E
910101,F,F
843621,E,F
1452624,D,E
1881011,D,E
2172002,B,C
2025162,F,F
1430899,C,B
1897005,D,E
1736342,B,E
1624960,C,F
2178370,E,G
1753141,F,F
2032849,G,C
1899832,A,E
1105155,C,E
1641424,A,G
1831153,E,F
1560923,D,F
1033960,B,G
1801361,D,E
2164694,H,C
2074818,B,E
1878837,C,F
1682281,D,E
217057,B,F
848602,A,F
1817171,A,E
1200348,E,G
2163659,F,F
1553819,D,F
1484526,G,F
1968309,C,E
1590869,F,E
1858792,F,E
1819694,G,E
2122007,A,E
1917055,B,C
222747,B,E
2047140,A,H
1645446,C,F
1695960,C,B
1518139,D,C
772655,C,F
1549515,G,H
1402681,K,A
1500134,E,F
2115696,A,E
1013863,F,D
2049359,D,E
2055374,A,F
267465,D,E
1647716,E,C
562980,E,E
157179,E,E
2006246,B,E
1593129,D,A
1223156,C,F
784283,F,D
1486124,D,E
864558,F,E
1909142,C,F
2173832,E,G
2030128,E,F
1135121,D,F
1967302,E,C
1515305,C,E
100991,E,E
582995,E,F
578264,C,F
1475890,J,G
59282,E,C
1893243,B,A
1804744,D,E
1444353,D,F
799805,J,E
1686197,E,D
925433,G,E
1812008,F,F
631396,D,E
2172729,D,G
2062617,D,H
2076508,D,E
1588705,C,F
2006260,B,E
1719512,J,F
1828740,E,E
1221688,K,H
845847,H,H
1996708,D,D
1850024,C,D
1979282,E,G
2006963,A,C
1752526,D,G
1278361,B,E
1751673,D,E
2116518,G,E
2043043,D,F
2006390,D,F
2150017,C,F
765763,D,E
1037180,F,G
906487,C,E
2167015,D,F
1607888,E,F
587297,J,E
1407044,F,F
1793956,A,E
1576498,H,F
1584776,C,C
1769913,H,E
1000467,B,F
1762969,A,E
1810905,D,C
1936872,H,E
2127538,B,G
1115178,I,E
1642971,A,F
1733242,D,F
2093017,E,E
2017419,C,E
1724226,H,E
1656503,E,F
1797718,C,E
908368,G,E
1939798,G,D
1990836,G,F
1990607,D,G
82075,F,E
737760,H,E
2134857,C,F
1458381,F,C
1740868,F,G
1128277,D,F
741774,E,D
1008876,K,G
1930443,J,G
1155266,E,E
1709933,D,A
2050713,A,G
81108,D,E
1692990,B,F
2020013,B,D
1660081,B,F
1111668,C,F
1760231,C,B
1613254,F,F
1859263,D,F
1452266,F,C
440189,E,F
648318,E,E
2129419,B,F
545204,C,E
702805,J,C
1396638,D,C
1965025,E,F
1742787,E,F
1811735,D,D
1505801,E,F
1652543,E,F
1818246,B,F
2065472,B,F
1533248,E,E
1517071,F,F
1775631,J,E
2129068,D,C
1715279,F,E
1622089,B,C
2141176,D,G
938570,E,C
1816303,C,G
1718850,I,E
1711844,H,C
1800586,A,F
1928099,C,F
2171432,D,G
589338,G,E
1749274,D,C
167369,G,E
2094816,D,G
1945218,A,E
1739817,D,F
2107660,A,E
375917,C,F
1609943,D,F
838245,F,E
2013497,I,C
381680,C,C
1851120,A,E
1604320,F,E
268035,I,C
1800821,F,F
1803976,I,F
1516678,E,G
2108001,B,C
172417,G,E
1697698,E,F
560627,E,D
1678345,C,C
454827,D,E
1136463,F,C
1306040,G,D
1830002,D,E
1867701,B,F
736060,E,G
1905588,C,C
1814293,B,C
1619171,D,F
1650624,F,C
1945409,E,C
986427,F,E
2073095,D,C
2049731,C,G
2110875,D,E
305747,E,G
2010632,B,E
136396,C,F
959391,K,H
986885,E,E
2035789,C,F
1755817,F,G
1416299,C,E
1915815,D,E
1842012,H,E
2072746,B,G
1039160,C,E
118668,F,E
1733938,F,F
1106312,K,E
402293,E,F
307482,D,E
2146485,G,G
2135366,G,B
1968408,B,E
2080727,E,E
325202,D,E
320047,F,E
1540321,D,E
791410,F,E
940115,K,H
2059631,C,F
1661736,B,F
424356,E,E
1441154,E,E
1872606,E,G
900355,D,G
2172668,F,G
2099552,E,F
1765151,C,F
1048599,D,E
1794861,F,C
2138695,F,C
2102313,C,A
715140,D,E
1853575,C,B
1607406,C,F
1542578,C,C
1849677,D,F
2117461,C,G
2131252,B,G
2005690,E,C
2106090,K,H
2104959,B,F
1606669,D,E
1345407,C,E
2168333,A,F
1956405,G,E
791649,E,G
1712445,D,E
22736,D,H
1641974,B,G
1149364,D,G
102728,D,D
1944969,E,E
1188011,D,C
1713220,G,E
1465914,F,D
1021172,I,E
1216721,C,E
1612011,C,G
1672916,F,F
1925586,C,C
1014020,D,F
1823189,D,E
915908,E,E
1590487,G,F
589192,J,E
1851991,E,C
2031804,C,C
1454048,C,E
2020594,F,E
1638974,D,C
1673739,C,A
1532685,D,E
1569735,D,A
2114798,C,G
307574,D,E
1820737,E,D
968775,F,E
1974331,B,E
1232042,I,E
1428452,E,F
1718621,C,E
237130,F,D
2156620,A,F
1822373,H,C
1279252,C,E
1857863,E,E
103046,H,E
935135,J,E
220385,F,E
2171364,G,F
1209563,D,E
2164229,A,E
1933444,A,E
2144566,C,F
1177824,F,G
1668209,D,F
2082257,G,F
2115207,F,D
579971,G,H
1739312,D,A
322096,H,E
2072005,B,D
1426199,F,F
1497632,C,C
220934,G,E
1294187,F,F
2177670,B,C
95808,E,E
446464,B,F
1505344,G,F
2160856,F,G
959667,K,H
1134926,E,E
344388,D,G
214414,E,E
2178219,I,E
1611311,C,F
2055220,D,C
2031828,B,F
1474404,E,H
2097282,B,A
1787573,D,F
1980271,E,E
1825794,D,H
2164366,B,C
1706291,G,D
1333602,E,E
1606225,C,E
2025988,E,C
1142198,F,G
2105253,D,F
1718768,B,E
1874525,D,G
1680928,D,E
1896053,F,A
571289,E,E
2093543,B,B
1853643,D,F
2084565,C,D
1900392,I,E
1925401,D,F
1465136,G,E
1409840,C,G
1876352,B,H
1805147,A,F
2058436,B,G
2136837,B,E
1098488,G,F
2152523,D,E
1716849,F,G
1777130,B,G
1850345,D,E
1881028,I,C
1660548,E,F
1696288,D,D
1785876,I,F
2108773,H,C
2043944,C,E
1985634,G,F
2137612,D,E
1583427,E,E
1834062,C,G
88404,B,F
1856798,B,E
2036366,A,E
1700411,E,F
1759921,A,F
1681550,E,E
2132693,H,G
2171227,C,F
1325232,C,E
1719291,D,C
2042589,J,C
2018362,E,E
2175010,C,C
2178547,C,A
1639322,E,A
2158907,D,G
2152615,J,E
2165127,E,A
2109954,I,E
1978209,E,G
1360110,C,F
1794854,H,D
1188059,G,E
2179223,I,F
1896008,D,F
2126722,C,C
1898934,E,F
1149210,K,H
2122366,D,A
2093772,C,G
2167398,F,E
2170206,A,F
2112800,E,F
58278,E,F
1722666,E,A
2135021,C,C
1191141,C,E
2169651,E,G
1863710,D,F
1946963,C,G
2155777,B,C
1656367,A,E
1865172,D,E
1066449,J,F
1870442,E,A
2094083,D,E
1403947,K,D
2174990,A,G
1888300,H,E
1356427,D,D
1671322,D,E
731645,F,E
1506365,C,D
2149141,J,F
2126203,G,E
1187335,D,F
1726459,D,F
1873764,D,E
1962123,E,C
1725667,C,F
1661729,C,B
1816945,E,H
2141541,C,E
2163307,G,C
1375725,E,F
1497830,C,E
648417,F,E
1362459,F,F
1592573,E,G
822374,C,H
1722734,D,F
1951639,E,F
2177793,E,F
2166780,D,A
2126340,D,F
1528206,D,C
1702620,D,A
2145525,B,G
771283,D,H
1878011,D,F
1784169,C,G
2052847,D,G
1574043,E,F
359047,E,G
2143439,C,B
1183290,C,C
2051505,F,F
2112572,A,H
2174655,D,G
2174242,F,D
1792492,C,E
2102429,D,F
1561890,B,F
2111308,B,D
1836172,C,E
2120065,J,G
1898927,A,E
1918540,D,E
409445,F,F
1992380,H,G
1783919,G,C
697873,C,G
1588231,E,E
2081847,C,E
1465044,C,F
2174938,A,C
1196863,D,C
651950,E,E
1586183,K,E
2078700,C,G
2159454,D,E
595094,C,E
661447,E,H
2064628,H,F
184182,E,D
2154381,C,E
418645,E,H
1723151,C,F
926140,D,C
1217544,E,E
1889550,F,G
1616316,E,F
1207163,D,C
1166651,C,B
724067,C,G
1721782,E,G
1721805,C,F
1903775,A,F
2160214,H,E
1894738,B,F
1270686,G,E
2126739,C,F
520362,H,C
1533644,B,F
1877939,F,D
161336,C,F
1780000,D,F
1190922,E,E
1273946,E,C
1284959,J,F
703284,D,F
1282719,D,D
1832938,D,F
1920116,J,F
990554,K,H
988223,K,E
1650075,C,E
2176765,A,E
1565140,B,E
1597653,C,A
1151459,D,E
1804966,D,E
1026528,D,E
1143409,F,D
2007960,B,G
1178517,C,F
2122342,D,F
1291810,D,E
2117706,A,E
2154145,A,C
958424,D,C
1451757,E,A
1908169,J,E
1734942,C,F
1456134,F,F
2043654,H,F
2038056,E,F
2177083,E,E
47241,J,E
2112152,C,F
955348,D,F
1724905,B,D
2113876,C,C
1256154,E,G
1685640,E,D
866699,H,F
2080161,G,F
1967296,C,C
1623093,D,E
568425,C,D
1212990,G,D
948555,A,F
1469509,C,C
571296,F,E
1793291,E,E
1357455,D,C
1748758,G,C
210416,C,C
1379914,E,A
2070384,C,G
785884,E,E
161558,D,E
2089409,A,E
1363586,G,E
300490,J,F
1646993,C,F
39505,J,E
2139852,D,D
1919035,F,D
1953008,C,F
1198584,B,E
777438,J,F
2144900,C,E
2085043,E,F
511834,G,E
1749052,C,G
1602982,B,G
1900262,J,F
489232,C,E
1870732,C,E
1949476,G,B
322188,D,E
1474930,F,C
1681376,C,F
1776317,D,D
1254709,C,G
2163437,B,D
926164,C,F
1878387,F,F
69946,E,G
2012544,C,A
2171425,A,G
1735352,F,C
1854923,K,H
900386,C,E
1770131,A,F
1637038,C,G
75404,I,E
340670,B,E
1477641,F,C
1475630,E,C
1508758,C,E
1780956,E,G
523226,F,E
2148533,A,F
2054599,A,F
1540734,E,F
2068855,C,E
1824605,I,E
1062878,E,E
2012742,A,C
141833,F,F
2027616,E,G
1971880,F,G
1301847,E,D
894739,E,D
1681635,D,H
998741,C,F
2136851,H,C
1599602,F,C
1170764,C,G
2103310,C,F
205528,J,E
2123202,C,G
1410884,D,C
1816525,G,A
2031088,A,G
1864489,H,E
128575,G,F
316699,C,G
1712575,F,F
1475050,I,D
1713930,C,D
1893557,C,D
1651546,D,C
81757,D,E
1914375,E,D
1616446,J,F
1802450,C,E
1968330,D,E
2175799,D,F
1830200,I,F
511865,C,F
1624397,A,E
2083094,D,E
132831,G,E
913843,J,E
621830,F,H
2137650,F,C
250856,F,E
1062991,G,E
1209228,E,C
874830,D,F
917476,B,E
1661569,D,G
2092010,C,E
1587401,C,G
26925,F,E
2053530,C,E
2115269,C,F
1982008,E,E
1913705,B,E
2175898,C,C
1731057,C,G
1791990,D,E
1989168,D,E
2178189,J,B
584784,E,D
46633,C,E
763424,C,E
2054988,C,C
97420,E,F
2141077,B,E
1570434,C,B
1297966,D,D
1856057,F,E
123143,F,E
2152141,J,F
1990171,C,C
759359,D,G
1778212,G,C
1732412,D,C
1185683,B,E
1912982,C,E
2074207,A,F
1643053,D,G
1670424,F,C
768498,H,E
1434149,E,E
1271560,B,F
957694,G,E
1954302,B,E
2023052,C,C
1695823,E,G
1188516,G,F
1909272,C,C
1610130,E,C
2011035,G,E
1915884,G,E
1932157,G,F
1080568,C,E
2139234,B,E
1586473,D,E
2066578,A,G
1758412,F,E
2007014,D,H
1875393,D,F
1344233,G,E
2115306,D,E
2174693,A,C
1898637,D,E
425926,E,C
776592,H,E
867467,B,C
929677,D,E
615587,G,G
1873719,D,G
23733,E,C
2012285,D,C
1850949,D,E
1715361,D,H
539937,E,E
1841671,E,E
1759426,I,F
1474060,D,A
1414929,F,E
905404,E,E
117586,G,A
1874389,D,D
1415018,F,C
2159768,G,D
1848229,K,H
2173566,C,F
1738025,B,C
758840,E,D
924443,E,E
580878,K,E
2120973,E,E
1480245,E,A
1716467,F,F
1375459,F,C
319829,D,E
1647785,F,F
2126692,C,F
1594454,E,H
522427,E,F
1876864,D,F
1754803,B,A
387828,I,F
534963,E,H
59138,C,G
2047942,C,F
2179346,A,G
1764093,C,F
1728668,E,F
1966954,B,E
1636062,E,H
1953572,D,E
2137926,B,G
1665840,F,E
709446,J,E
1419863,G,F
823760,C,G
1160482,G,F
1249873,E,E
2051864,B,A
2146768,F,E
1054217,C,F
1855159,D,E
2088693,C,F
2167466,J,E
2003276,A,F
1999457,E,C
2058603,D,C
1000627,K,H
2156064,B,G
404051,C,G
1382907,E,D
1890471,E,D
680134,K,E
1647983,C,F
2038230,B,C
2010939,C,G
512022,E,H
1742008,D,H
1959604,G,E
1516166,D,G
1826784,G,E
1195873,J,G
1471335,F,G
662222,I,E
705172,E,H
2045283,A,G
1553512,E,F
1740219,J,E
1056020,D,E
1040548,J,F
1969122,D,C
682770,E,G
930178,C,E
2130569,C,F
1778182,E,G
1822953,D,F
2094069,C,E
1993219,C,E
2100074,A,F
2133713,D,G
1194197,F,C
1326338,J,E
1844139,D,C
2062921,E,F
1363685,D,C
392327,D,A
1560510,D,C
2135434,D,D
941761,D,E
774338,D,D
1555042,B,E
1751376,E,E
356299,G,E
2112459,J,D
1757415,D,F
1301168,C,F
2073163,D,G
1482607,G,G
1578515,B,F
1012958,F,E
2126609,B,F
1980714,G,G
1993516,D,F
922067,C,C
978941,C,G
2167046,B,D
171335,G,E
1905199,C,E
1651706,E,E
2175355,F,F
1174885,D,H
1996814,J,C
160544,F,E
1267839,G,F
156097,G,E
196673,D,E
1733716,F,G
1013573,G,F
1195361,C,C
1980745,D,C
1829594,A,F
1251692,G,E
2178462,G,C
1873405,E,C
1812213,E,G
2083858,B,E
942607,E,F
1787887,D,E
1829587,D,F
2171852,C,E
2031392,D,E
1026405,C,G
1812916,G,D
2113098,B,C
2006796,C,C
1522242,C,B
2098302,C,E
639026,G,E
2091037,D,C
2117218,A,F
727099,C,G
164016,E,F
862486,C,E
572842,B,F
1932744,A,F
488679,D,G
148887,F,B
2125374,B,C
1730036,D,C
1525540,C,G
2079837,D,C
2027760,A,E
